38,Ho Chi Minh City,106.6296638,10.8230989,234,2014-07-05 18:09:37 UTC,2014-07-05 18:09:37 UTC
39,La Paz,-68.14999999999999,-16.5,26,2014-07-05 18:09:46 UTC,2014-07-05 18:09:46 UTC
40,Belize City,-88.186667,17.504722,22,2014-07-05 18:09:46 UTC,2014-07-05 18:09:46 UTC
41,Santiago,-70.641997,-33.4691199,43,2014-07-05 18:09:50 UTC,2014-07-05 18:09:50 UTC
42,Cancun,-86.8515279,21.161908,140,2014-07-05 18:09:51 UTC,2014-07-05 18:09:51 UTC
43,Havana,-82.34518899999999,23.0540698,55,2014-07-05 18:09:51 UTC,2014-07-05 18:09:51 UTC
44,Santo Domingo,-69.95,18.466667,61,2014-07-05 18:09:55 UTC,2014-07-05 18:09:55 UTC
45,San Salvador,-89.2181911,13.6929403,65,2014-07-05 18:09:56 UTC,2014-07-05 18:09:56 UTC
46,Antigua,-61.8175207,17.0746557,9,2014-07-05 18:09:56 UTC,2014-07-05 18:09:56 UTC
47,San Jose,-121.8949555,37.3393857,228,2014-07-05 18:09:58 UTC,2014-07-05 18:09:58 UTC
48,Tortola,-64.63327819999999,18.4334704,235,2014-07-05 18:09:58 UTC,2014-07-05 18:09:58 UTC
49,Montego Bay,-77.91666699999999,18.466667,107,2014-07-05 18:09:59 UTC,2014-07-05 18:09:59 UTC
50,Playa del Carmen,-87.0738851,20.6295586,140,2014-07-05 18:09:59 UTC,2014-07-05 18:09:59 UTC
51,Mexico City,-99.133208,19.4326077,140,2014-07-05 18:10:00 UTC,2014-07-05 18:10:00 UTC
52,Oaxaca,-96.7216219,17.0594169,140,2014-07-05 18:10:01 UTC,2014-07-05 18:10:01 UTC
53,Granada,-3.5985571,37.1773363,202,2014-07-05 18:10:03 UTC,2014-07-05 18:10:03 UTC
54,Panama City,-79.516667,8.983333,168,2014-07-05 18:10:05 UTC,2014-07-05 18:10:05 UTC
55,San José,-121.8949555,37.3393857,228,2014-07-05 18:10:07 UTC,2014-07-05 18:10:07 UTC
56,Liberia,-9.429499000000002,6.428055,122,2014-07-05 18:10:14 UTC,2014-07-05 18:10:14 UTC
57,Johannesburg,28.0473051,-26.2041028,200,2014-07-05 18:10:19 UTC,2014-07-05 18:10:19 UTC
58,Cape Town,18.4240553,-33.9248685,200,2014-07-05 18:10:20 UTC,2014-07-05 18:10:20 UTC
59,Windhoek,17.083611,-22.57,150,2014-07-05 18:10:21 UTC,2014-07-05 18:10:21 UTC
60,Marrakech,-8.008889,31.63,147,2014-07-05 18:10:34 UTC,2014-07-05 18:10:34 UTC
61,Durban,31.0218404,-29.85868039999999,200,2014-07-05 18:10:36 UTC,2014-07-05 18:10:36 UTC
62,Casablanca,-7.583333,33.533333,147,2014-07-05 18:10:38 UTC,2014-07-05 18:10:38 UTC
63,Addis Ababa,38.7577605,8.9806034,69,2014-07-05 18:10:44 UTC,2014-07-05 18:10:44 UTC
64,Accra,-0.2,5.55,82,2014-07-05 18:10:45 UTC,2014-07-05 18:10:45 UTC
65,Amman,35.9456951,31.9565783,109,2014-07-05 18:10:45 UTC,2014-07-05 18:10:45 UTC
66,Nairobi,36.8219462,-1.2920659,111,2014-07-05 18:10:46 UTC,2014-07-05 18:10:46 UTC
67,Livingstone,-3.518068,55.90070799999999,227,2014-07-05 18:10:57 UTC,2014-07-05 18:10:57 UTC
68,Antananarivo,47.516667,-18.933333,129,2014-07-05 18:10:58 UTC,2014-07-05 18:10:58 UTC
69,Dubai,55.3,25.2,226,2014-07-05 18:11:01 UTC,2014-07-05 18:11:01 UTC
70,Tel Aviv,34.78176759999999,32.0852999,105,2014-07-05 18:11:02 UTC,2014-07-05 18:11:02 UTC
71,Cairo,31.2357116,30.0444196,64,2014-07-05 18:11:02 UTC,2014-07-05 18:11:02 UTC
72,Kigali,30.059444,-1.943889,181,2014-07-05 18:11:11 UTC,2014-07-05 18:11:11 UTC
73,Freetown,-13.234444,8.484444,194,2014-07-05 18:11:14 UTC,2014-07-05 18:11:14 UTC
74,Arusha,36.6944136,-3.372301,213,2014-07-05 18:11:15 UTC,2014-07-05 18:11:15 UTC
75,Moshi,37.34038100000001,-3.334883,213,2014-07-05 18:11:16 UTC,2014-07-05 18:11:16 UTC
76,Stone Town,39.1920735,-6.162222,213,2014-07-05 18:11:22 UTC,2014-07-05 18:11:22 UTC
77,Kampala,32.581111,0.313611,224,2014-07-05 18:11:28 UTC,2014-07-05 18:11:28 UTC
78,Lome,1.2125,6.137778,215,2014-07-05 18:11:30 UTC,2014-07-05 18:11:30 UTC
79,Damascus,36.292,33.513,210,2014-07-05 18:11:32 UTC,2014-07-05 18:11:32 UTC
80,Berlin,13.404954,52.52000659999999,81,2014-07-05 18:11:39 UTC,2014-07-05 18:11:39 UTC
81,Budapest,19.040235,47.497912,98,2014-07-05 18:11:39 UTC,2014-07-05 18:11:39 UTC
82,Bucharest,26.103889,44.4325,179,2014-07-05 18:11:39 UTC,2014-07-05 18:11:39 UTC
83,Brasov,25.616667,45.666667,179,2014-07-05 18:11:42 UTC,2014-07-05 18:11:42 UTC
84,Brussels,4.35,50.84999999999999,21,2014-07-05 18:11:42 UTC,2014-07-05 18:11:42 UTC
85,Split,16.4401935,43.5081323,54,2014-07-05 18:11:42 UTC,2014-07-05 18:11:42 UTC
86,Dubrovnik,18.0944238,42.65066059999999,54,2014-07-05 18:11:43 UTC,2014-07-05 18:11:43 UTC
87,Rijeka,14.442176,45.3270631,54,2014-07-05 18:11:44 UTC,2014-07-05 18:11:44 UTC
88,Zagreb,15.981919,45.8150108,54,2014-07-05 18:11:45 UTC,2014-07-05 18:11:45 UTC
89,Quito,-78.4678382,-0.1806532,63,2014-07-05 18:11:47 UTC,2014-07-05 18:11:47 UTC
90,Munich,11.5819806,48.1351253,81,2014-07-05 18:11:48 UTC,2014-07-05 18:11:48 UTC
91,London,-0.1277583,51.5073509,227,2014-07-05 18:11:49 UTC,2014-07-05 18:11:49 UTC
92,Ulverston,-3.09267,54.195138,227,2014-07-05 18:11:52 UTC,2014-07-05 18:11:52 UTC
93,Blois,1.3359475,47.58609209999999,74,2014-07-05 18:11:53 UTC,2014-07-05 18:11:53 UTC
94,Louhans,5.223370999999999,46.628291,74,2014-07-05 18:11:54 UTC,2014-07-05 18:11:54 UTC
95,Toulouse,1.444209,43.604652,74,2014-07-05 18:11:54 UTC,2014-07-05 18:11:54 UTC
96,Geneva,6.142296099999999,46.1983922,209,2014-07-05 18:11:55 UTC,2014-07-05 18:11:55 UTC
97,Paris,2.3522219,48.856614,74,2014-07-05 18:11:56 UTC,2014-07-05 18:11:56 UTC
98,Avignon,4.805528,43.94931700000001,74,2014-07-05 18:11:57 UTC,2014-07-05 18:11:57 UTC
99,Chamonix,6.869433,45.923697,74,2014-07-05 18:11:57 UTC,2014-07-05 18:11:57 UTC
100,Athens,23.7293599,37.983917,84,2014-07-05 18:11:59 UTC,2014-07-05 18:11:59 UTC
101,Chania,24.0180367,35.5138298,84,2014-07-05 18:12:00 UTC,2014-07-05 18:12:00 UTC
102,Naples,-81.7948103,26.1420358,228,2014-07-05 18:12:02 UTC,2014-07-05 18:12:02 UTC
103,Rome,12.4801802,41.8723889,106,2014-07-05 18:12:04 UTC,2014-07-05 18:12:04 UTC
104,Venice,12.3155151,45.4408474,106,2014-07-05 18:12:04 UTC,2014-07-05 18:12:04 UTC
105,Riomaggiore,9.737485099999999,44.0990492,106,2014-07-05 18:12:05 UTC,2014-07-05 18:12:05 UTC
106,Calalzo,12.3807452,46.4462554,106,2014-07-05 18:12:06 UTC,2014-07-05 18:12:06 UTC
107,Bari,16.8718715,41.1171432,106,2014-07-05 18:12:07 UTC,2014-07-05 18:12:07 UTC
108,Catania,15.0830304,37.5078772,106,2014-07-05 18:12:08 UTC,2014-07-05 18:12:08 UTC
109,Garfagnana,10.4666667,44.0833333,106,2014-07-05 18:12:10 UTC,2014-07-05 18:12:10 UTC
110,Florence,11.2480006,43.7710332,106,2014-07-05 18:12:11 UTC,2014-07-05 18:12:11 UTC
111,Reykjavik,-21.933333,64.133333,99,2014-07-05 18:12:13 UTC,2014-07-05 18:12:13 UTC
112,Reykjavík,-21.933333,64.133333,99,2014-07-05 18:12:15 UTC,2014-07-05 18:12:15 UTC
113,Bergen,5.3220544,60.39126279999999,163,2014-07-05 18:12:16 UTC,2014-07-05 18:12:16 UTC
114,Cork,-8.4863157,51.8968917,104,2014-07-05 18:12:17 UTC,2014-07-05 18:12:17 UTC
115,Dublin,-6.2603097,53.3498053,104,2014-07-05 18:12:18 UTC,2014-07-05 18:12:18 UTC
116,Alicante,-0.4906855,38.3459963,202,2014-07-05 18:12:19 UTC,2014-07-05 18:12:19 UTC
117,Barcelona,2.1734035,41.3850639,202,2014-07-05 18:12:20 UTC,2014-07-05 18:12:20 UTC
118,Lugo,-7.5567582,43.0097384,202,2014-07-05 18:12:21 UTC,2014-07-05 18:12:21 UTC
119,Ibiza Town,1.4265579,38.9085387,202,2014-07-05 18:12:22 UTC,2014-07-05 18:12:22 UTC
120,Lisbon,-9.1393366,38.7222524,175,2014-07-05 18:12:22 UTC,2014-07-05 18:12:22 UTC
121,Madrid,-3.7037902,40.4167754,202,2014-07-05 18:12:23 UTC,2014-07-05 18:12:23 UTC
122,Fethiye,29.125,36.650833,220,2014-07-05 18:12:26 UTC,2014-07-05 18:12:26 UTC
123,Istanbul,28.97696,41.00527,220,2014-07-05 18:12:26 UTC,2014-07-05 18:12:26 UTC
124,Antalya,30.70563,36.88414,220,2014-07-05 18:12:29 UTC,2014-07-05 18:12:29 UTC
125,Bodrum,27.43029,37.035339,220,2014-07-05 18:12:33 UTC,2014-07-05 18:12:33 UTC
126,Edinburgh,-3.188267,55.953252,227,2014-07-05 18:12:33 UTC,2014-07-05 18:12:33 UTC
127,Kiruna,20.2252821,67.8557995,208,2014-07-05 18:12:41 UTC,2014-07-05 18:12:41 UTC
128,Vilnius,25.2796514,54.6871555,125,2014-07-05 18:12:41 UTC,2014-07-05 18:12:41 UTC
129,Prague,14.4378005,50.0755381,57,2014-07-05 18:12:42 UTC,2014-07-05 18:12:42 UTC
130,Mykonos,25.3288623,37.4467185,84,2014-07-05 18:12:44 UTC,2014-07-05 18:12:44 UTC
131,Santorini,25.4615092,36.3931562,84,2014-07-05 18:12:45 UTC,2014-07-05 18:12:45 UTC
132,Rio de Janeiro,-43.1970773,-22.9082998,30,2014-07-05 18:12:46 UTC,2014-07-05 18:12:46 UTC
133,Buenos Aires,-58.3815931,-34.6037232,10,2014-07-05 18:12:47 UTC,2014-07-05 18:12:47 UTC
134,Caracas,-66.916667,10.5,233,2014-07-05 18:12:48 UTC,2014-07-05 18:12:48 UTC
135,Lima,-77.0427934,-12.046374,171,2014-07-05 18:12:50 UTC,2014-07-05 18:12:50 UTC
136,Arviat,-94.05995089999999,61.10830610000001,38,2014-07-05 18:13:00 UTC,2014-07-05 18:13:00 UTC
137,Toronto,-79.3831843,43.653226,38,2014-07-05 18:13:01 UTC,2014-07-05 18:13:01 UTC
138,Calgary,-114.0581012,51.0453246,38,2014-07-05 18:13:01 UTC,2014-07-05 18:13:01 UTC
139,Terrace,-128.603154,54.5181925,38,2014-07-05 18:13:02 UTC,2014-07-05 18:13:02 UTC
140,Deer Lake,-88.0814651,42.1608585,228,2014-07-05 18:13:02 UTC,2014-07-05 18:13:02 UTC
141,Quebec City,-71.242796,46.8032826,38,2014-07-05 18:13:03 UTC,2014-07-05 18:13:03 UTC
142,Montreal,-73.55399249999999,45.5086699,38,2014-07-05 18:13:04 UTC,2014-07-05 18:13:04 UTC
143,Vancouver,-123.1139268,49.261226,38,2014-07-05 18:13:04 UTC,2014-07-05 18:13:04 UTC
144,Los Angeles,-118.2436849,34.0522342,228,2014-07-05 18:13:07 UTC,2014-07-05 18:13:07 UTC
145,Anchorage,-149.9002778,61.2180556,228,2014-07-05 18:13:07 UTC,2014-07-05 18:13:07 UTC
146,Boston,-71.0597732,42.3584308,228,2014-07-05 18:13:10 UTC,2014-07-05 18:13:10 UTC
147,San Francisco,-122.4194155,37.7749295,228,2014-07-05 18:13:12 UTC,2014-07-05 18:13:12 UTC
148,New Orleans,-90.0715323,29.95106579999999,228,2014-07-05 18:13:12 UTC,2014-07-05 18:13:12 UTC
149,Chicago,-87.6297982,41.8781136,228,2014-07-05 18:13:13 UTC,2014-07-05 18:13:13 UTC
150,Grand Junction,-108.5506486,39.0638705,228,2014-07-05 18:13:15 UTC,2014-07-05 18:13:15 UTC
151,New York,-74.0059413,40.7127837,228,2014-07-05 18:13:15 UTC,2014-07-05 18:13:15 UTC
152,Salt Lake City,-111.8910474,40.7607793,228,2014-07-05 18:13:21 UTC,2014-07-05 18:13:21 UTC
153,Las Vegas,-115.1398296,36.1699412,228,2014-07-05 18:13:27 UTC,2014-07-05 18:13:27 UTC
154,Seattle,-122.3320708,47.6062095,228,2014-07-05 18:13:28 UTC,2014-07-05 18:13:28 UTC
155,Charleston,-79.93105120000001,32.7764749,228,2014-07-05 18:13:28 UTC,2014-07-05 18:13:28 UTC
156,Bozeman,-111.047222,45.677778,228,2014-07-05 18:13:33 UTC,2014-07-05 18:13:33 UTC
157,Adelaide,138.5999594,-34.92862119999999,13,2014-07-05 18:13:35 UTC,2014-07-05 18:13:35 UTC
158,Sydney ,151.2069902,-33.8674869,13,2014-07-05 18:13:35 UTC,2014-07-05 18:13:35 UTC
159,Brisbane,153.0234489,-27.4710107,13,2014-07-05 18:13:37 UTC,2014-07-05 18:13:37 UTC
160,Darwin,130.8417772,-12.4628271,13,2014-07-05 18:13:39 UTC,2014-07-05 18:13:39 UTC
161,Melbourne,144.96328,-37.814107,13,2014-07-05 18:13:40 UTC,2014-07-05 18:13:40 UTC
162,Cairns,145.7708595,-16.9203338,13,2014-07-05 18:13:41 UTC,2014-07-05 18:13:41 UTC
163,Alice Springs,133.8806114,-23.7002104,13,2014-07-05 18:13:42 UTC,2014-07-05 18:13:42 UTC
164,Sydney,151.2069902,-33.8674869,13,2014-07-05 18:13:44 UTC,2014-07-05 18:13:44 UTC
165,Hobart,147.3238148,-42.8819032,13,2014-07-05 18:13:46 UTC,2014-07-05 18:13:46 UTC
166,Auckland,174.7633315,-36.8484597,156,2014-07-05 18:13:46 UTC,2014-07-05 18:13:46 UTC
167,Wellington,174.776236,-41.2864603,156,2014-07-05 18:13:51 UTC,2014-07-05 18:13:51 UTC
168,Bariloche,-71.3102778,-41.1334722,10,2014-07-05 18:14:05 UTC,2014-07-05 18:14:05 UTC
169,Ushuaia,-68.3029511,-54.8019121,10,2014-07-05 18:14:06 UTC,2014-07-05 18:14:06 UTC
170,Hanga Roa,-109.4333,-27.15,43,2014-07-05 18:14:12 UTC,2014-07-05 18:14:12 UTC
171,Georgetown,-97.6779842,30.6332618,228,2014-07-05 18:14:32 UTC,2014-07-05 18:14:32 UTC
172,Bogotá,-74.075833,4.598056000000001,47,2014-07-05 18:14:33 UTC,2014-07-05 18:14:33 UTC
173,Bogota,-74.075833,4.598056000000001,47,2014-07-05 18:14:34 UTC,2014-07-05 18:14:34 UTC
174,Cuzco,-71.96746259999999,-13.53195,171,2014-07-05 18:14:37 UTC,2014-07-05 18:14:37 UTC
175,Varanasi,82.9739144,25.3176452,100,2014-07-05 18:14:56 UTC,2014-07-05 18:14:56 UTC
176,Siem Reap,104.1001326,13.6915377,36,2014-07-05 18:14:57 UTC,2014-07-05 18:14:57 UTC
177,Entebbe,32.46,0.05,224,2014-07-05 18:15:24 UTC,2014-07-05 18:15:24 UTC
178,Winnipeg,-97.1374937,49.8997541,38,2014-07-05 18:15:28 UTC,2014-07-05 18:15:28 UTC
179,El Calafate,-72.27050779999999,-50.3402138,10,2014-07-05 18:15:28 UTC,2014-07-05 18:15:28 UTC
180,Iguassu Falls,-54.4366667,-25.6952778,10,2014-07-05 18:15:30 UTC,2014-07-05 18:15:30 UTC
181,Mendoza,-68.8440498,-32.890183,10,2014-07-05 18:15:31 UTC,2014-07-05 18:15:31 UTC
182,Calama,-68.925307,-22.453712,43,2014-07-05 18:15:32 UTC,2014-07-05 18:15:32 UTC
183,Puerto Natales,-72.50377999999999,-51.7333,43,2014-07-05 18:15:34 UTC,2014-07-05 18:15:34 UTC
184,Santa Cruz,-122.0307963,36.9741171,228,2014-07-05 18:15:36 UTC,2014-07-05 18:15:36 UTC
185,Arequipa,-71.53745099999999,-16.4090474,171,2014-07-05 18:15:43 UTC,2014-07-05 18:15:43 UTC
186,Iquitos,-73.25163260000001,-3.7436735,171,2014-07-05 18:15:48 UTC,2014-07-05 18:15:48 UTC
187,Puerto Maldonado,-69.1963141,-12.5909084,171,2014-07-05 18:15:48 UTC,2014-07-05 18:15:48 UTC
188,Puno,-70.050314,-15.234875,171,2014-07-05 18:15:51 UTC,2014-07-05 18:15:51 UTC
189,Campo Grande,-54.6201211,-20.4697105,30,2014-07-05 18:15:58 UTC,2014-07-05 18:15:58 UTC
190,Manaus,-60.0217314,-3.1190275,30,2014-07-05 18:15:58 UTC,2014-07-05 18:15:58 UTC
191,Longyearbyen,15.65,78.22,206,2014-07-05 18:16:03 UTC,2014-07-05 18:16:03 UTC
192,Montevideo,-56.18194399999999,-34.883611,230,2014-07-05 18:16:05 UTC,2014-07-05 18:16:05 UTC
